periodo,id_empresa,seccion_economica,gastos_totales,gasto_gestion_amb,consumo_agua_m3,consumo_energia_kwh,actividad_nombre
2022,10430,Auxiliares Del Transporte,47609563,293768,0,0,0
2022,10429,Auxiliares Del Transporte,47609563,293768,1,0,0
2022,18513,Auxiliares Del Transporte,47609563,293768,0,0,0
2022,13853,Auxiliares Del Transporte,29336128,139752,0,0,0
2022,15179,Auxiliares Del Transporte,29336128,139752,0,0,0
2022,10439,Auxiliares Del Transporte,29336128,139752,0,0,0
2022,14582,Auxiliares Del Transporte,128199754,1954883,1,0,0
2022,12366,Auxiliares Del Transporte,128199754,1954883,1,0,0
2022,10017,Auxiliares Del Transporte,128199754,1954883,1,0,0
2022,14588,Auxiliares Del Transporte,442733489,1339411,1,0,0
2022,12790,Auxiliares Del Transporte,442733489,1339411,1,1,0
2022,12283,Auxiliares Del Transporte,442733489,1339411,1,1,0
2022,20256,Auxiliares Del Transporte,148645410,1398790,1,0,0
2022,20605,Auxiliares Del Transporte,148645410,1398790,1,0,0
2022,14604,Auxiliares Del Transporte,148645410,1398790,1,1,0
2022,10446,Auxiliares Del Transporte,59939593,428161,1,1,0
2022,17868,Auxiliares Del Transporte,59939593,428161,0,0,0
2022,10516,Auxiliares Del Transporte,59939593,428161,1,1,0
2022,14237,Postales Y Correos,7030278,0,0,0,0
2022,19039,Postales Y Correos,7030278,0,0,0,0
2022,13097,Postales Y Correos,7030278,0,0,0,0
2022,10524,Postales Y Correos,334266675,160222,1,0,0
2022,10519,Postales Y Correos,334266675,160222,1,0,0
2022,10531,Postales Y Correos,334266675,160222,1,0,0
2022,13323,Alojamiento,178970193,1766915,0,0,0
2022,14567,Alojamiento,178970193,1766915,0,0,0
2022,14858,Alojamiento,178970193,1766915,1,0,0
2022,19580,Alojamiento,24134369,215992,1,0,0
2022,17552,Alojamiento,24134369,215992,1,0,0
2022,15302,Alojamiento,24134369,215992,0,0,0
2022,14501,Alojamiento,14554212,102861,0,0,0
2022,13741,Alojamiento,14554212,102861,1,1,0
2022,13268,Alojamiento,14554212,102861,1,1,0
2022,19488,Alojamiento,1133386,0,0,0,0
2022,19664,Alojamiento,1133386,0,0,0,0
2022,20449,Alojamiento,1133386,0,0,0,0
2022,20221,Alojamiento,3002425,0,0,0,0
2022,14120,Alojamiento,3002425,0,0,0,0
2022,14269,Alojamiento,1357208,2888,0,0,0
2022,14133,Alojamiento,1357208,2888,0,0,0
2022,13801,Alojamiento,1357208,2888,1,0,0
2022,14399,Alojamiento,10046723,7589,1,0,0
2022,10400,Expendio De Alimentos,377789771,859882,1,0,0
2022,13828,Expendio De Alimentos,377789771,859882,0,0,0
2022,10388,Expendio De Alimentos,377789771,859882,1,0,0
2022,10005,Expendio De Alimentos,35821281,335893,0,0,0
2022,10396,Expendio De Alimentos,35821281,335893,0,0,0
2022,20472,Expendio De Alimentos,35821281,335893,1,0,0
2022,13031,Expendio De Alimentos,61066780,61783,0,0,0
2022,17696,Expendio De Alimentos,61066780,61783,1,0,0
2022,12973,Expendio De Alimentos,61066780,61783,0,0,0
2022,17918,Expendio De Alimentos,42004642,282763,0,0,0
2022,13115,Expendio De Alimentos,42004642,282763,1,0,0
2022,20467,Expendio De Alimentos,42004642,282763,0,0,0
2022,21052,Expendio De Alimentos,8156807,9133,1,0,0
2022,17920,Expendio De Alimentos,8156807,9133,1,0,0
2022,15031,Expendio De Alimentos,8156807,9133,0,0,0
2022,13837,Expendio De Alimentos,220627734,258594,0,0,0
2022,15243,Expendio De Alimentos,220627734,258594,0,0,0
2022,15193,Expendio De Alimentos,220627734,258594,1,0,0
2022,10406,Expendio De Alimentos,60710422,36024,0,0,0
2022,14298,Expendio De Alimentos,60710422,36024,1,0,0
2022,18703,Expendio De Alimentos,60710422,36024,1,0,0
2022,17776,Edicion,27137634,15751,1,0,0
2022,17648,Edicion,27137634,15751,0,0,0
2022,17653,Edicion,27137634,15751,0,0,0
2022,17650,Edicion,15778526,0,0,0,0
2022,17561,Edicion,83650149,109000,0,0,0
2022,17613,Edicion,83650149,109000,1,0,0
2022,17607,Edicion,83650149,109000,1,0,0
2022,17655,Edicion,19760941,27077,0,0,0
2022,18618,Edicion,19760941,27077,0,0,0
2022,19867,Edicion,19760941,27077,0,0,0
2022,10892,"Produccion, Distribucion Y Exhibicion",41034180,7699,0,0,0
2022,11430,"Produccion, Distribucion Y Exhibicion",41034180,7699,1,0,0
2022,10562,"Produccion, Distribucion Y Exhibicion",41034180,7699,1,0,0
2022,20691,"Produccion, Distribucion Y Exhibicion",4804241,0,0,0,0
2022,11231,"Produccion, Distribucion Y Exhibicion",4804241,0,0,0,0
2022,19451,"Produccion, Distribucion Y Exhibicion",260680215,0,0,0,0
2022,11250,"Produccion, Distribucion Y Exhibicion",260680215,0,0,0,0
2022,11246,"Produccion, Distribucion Y Exhibicion",260680215,0,0,0,0
2022,18381,"Produccion, Distribucion Y Exhibicion",114796882,4486,0,0,0
2022,14079,"Produccion, Distribucion Y Exhibicion",114796882,4486,0,0,0
2022,11417,"Produccion, Distribucion Y Exhibicion",114796882,4486,0,0,0
2022,17818,"Produccion, Distribucion Y Exhibicion",29054979,689,0,0,0
2022,17661,"Produccion, Distribucion Y Exhibicion",29054979,689,0,0,0
2022,17819,"Produccion, Distribucion Y Exhibicion",29054979,689,0,0,0
2022,14287,Prog Y Trans De Radio Y Television,70062957,4912,0,0,0
